Map	Speaker	Dialogue
Admin_Event5_Page4	Ganymede	So I was curious if you've got any extra personnel available?
Admin_Event5_Page4	Beniamin Cojocaru	I'm sorry, sir.
Admin_Event5_Page4	Beniamin Cojocaru	But I'm afraid we don't have anyone to spare.
Admin_Event5_Page4	Ganymede	I see.
Admin_Event5_Page4	Ganymede	That's unfortunate.
Admin_Event5_Page4	Beniamin Cojocaru	I'm sure one of our employees can be with you shortly.
Admin_Event5_Page4	Beniamin Cojocaru	Feel free to make yourself comfortable in the waiting lounge, until then.
Admin_Event5_Page4	Ganymede	Alright.
Admin_Event5_Page4	Ganymede	I'll go and wait there then.
Admin_Event5_Page4	Ganymede	Thanks for your assistance, though.
Admin_Event5_Page4	Beniamin Cojocaru	No problem at all, sir.
Admin_Event5_Page4	Ganymede	Hm.
Admin_Event5_Page4	Ganymede	Guess that's the end of the road, for now.
Admin_Event5_Page4	Ganymede	I should wait outside and see if he comes back.
Admin_Event5_Page5	Beniamin Cojocaru	Hope you have a pleasant stay.
Admin_Event6_Page1	Ganymede	Oh no...
Admin_Event6_Page1	Ganymede	I have a bad feeling about this.
Admin_Event6_Page1	Daphne	Don't worry!
Admin_Event6_Page1	Daphne	This won't take long.
Admin_Event6_Page1	Ganymede	I'll take your word on that.
Admin_Event6_Page1	Daphne	There's a waiting area over there if you want to sit down.
Admin_Event6_Page1	Daphne	In any case, I'll be back in a sec.
Admin_Event6_Page3	Ganymede	Hm...
Admin_Event6_Page3	Ganymede	Where did he go?
Admin_Event7_Page1	Franz Gobel	Would you mind keeping your distance?
Admin_Event8_Page1	Dannie Geelen	Stop pushing!
Admin_Event8_Page3	Man	Excuse me.
Admin_Event9_Page1	Ferdinand Lovell	Get in line, please.
Admin_Event10_Page2	Daphne	Almost there.
Admin_Event11_Page1	Ganymede	I should wait for Daphne.
Admin_Event12_Page1	Ganymede	I should wait for Daphne.
Admin_Event13_Page1	Ganymede	I should wait for Daphne.
Admin_Event14_Page1	Ganymede	I should wait for Daphne.
Admin_Event16_Page1	Ivan Marko	Top of the day to you!
Admin_Event16_Page2	Grega Perko	Sorry, lass.
Admin_Event16_Page2	Grega Perko	But the shop's closed, at the moment.
Admin_Event22_Page2	Daphne	I'll see you later.
Admin_Event23_Page2	Ganymede	Boy, do I hope she's right.
Admin_Event23_Page2	Daphne	Looks like you were right, after all.
Admin_Event23_Page2	Ganymede	What do you mean?
Admin_Event23_Page2	Daphne	Well...
Admin_Event23_Page2	Daphne	The guy I needed to speak to is on lunch break.
Admin_Event23_Page2	Daphne	So I guess I'm gonna have to wait until he's back.
Admin_Event23_Page2	Ganymede	It's that important?
Admin_Event23_Page2	Daphne	Yeah.
Admin_Event23_Page2	Daphne	No need to wait on me, though.
Admin_Event23_Page2	Daphne	Actually, could you do me a favour and drop this off at our place?
Admin_Event23_Page2	Ganymede	That letter?
Admin_Event23_Page2	Daphne	Yeah.
Admin_Event23_Page2	Daphne	Our man left it behind.
Admin_Event23_Page2	Ganymede	Alright.
Admin_Event23_Page2	Ganymede	I'll see you later, then.
Admin_Event23_Page2	Daphne	Yup!
Admin_Event24_Page1	Ganymede	Boy, do I hope she's right.
Admin_Event24_Page1	Daphne	Looks like you were right, after all.
Admin_Event24_Page1	Ganymede	What do you mean?
Admin_Event24_Page1	Daphne	Well...
Admin_Event24_Page1	Daphne	The guy I needed to speak to is on lunch break.
Admin_Event24_Page1	Daphne	So I guess I'm gonna have to wait until he's back.
Admin_Event24_Page1	Ganymede	It's that important?
Admin_Event24_Page1	Daphne	Yeah.
Admin_Event24_Page1	Daphne	No need to wait on me, though.
Admin_Event24_Page1	Daphne	Actually, could you do me a favour and drop this off at our place?
Admin_Event24_Page1	Ganymede	That letter?
Admin_Event24_Page1	Daphne	Yeah.
Admin_Event24_Page1	Daphne	Our man left it behind.
Admin_Event24_Page1	Ganymede	Alright.
Admin_Event24_Page1	Ganymede	I'll see you later, then.
Admin_Event24_Page1	Daphne	Yup!
Admin_Event25_Page2	Daphne	Almost there.
Admin_Event26_Page1	Ida Vincze	Welcome to the custom's office!
Admin_Event26_Page2	Veselin Korošec	Can't believe they made me work the reception...
Admin_Event27_Page1	Gabriel Klement	Please don't loiter.
Admin_Event27_Page2	Vasko Živković	Trachi forever!
Admin_Event28_Page1	Kristián Gavrilović	Don't cause any trouble.
Admin_Event29_Page1	Mirek Golob	Hey there.
Clarin Square_Event4_Page1	Reinout Gjorgiev	I'm not sure.
Clarin Square_Event4_Page1	Reinout Gjorgiev	I heard the previous stall-owner got his license revoked after some people got food poisoning.
Clarin Square_Event4_Page2	Reinout Gjorgiev	Really?
Clarin Square_Event4_Page2	Reinout Gjorgiev	That's all you have to say?
Clarin Square_Event4_Page3	Reinout Gjorgiev	Yeah, if it weren't for the bridge being closed...
Clarin Square_Event4_Page3	Reinout Gjorgiev	I would've almost thought I dreamed all of that up.
Clarin Square_Event4_Page4	Reinout Gjorgiev	You say that.
Clarin Square_Event4_Page4	Reinout Gjorgiev	But can you prove it?
Clarin Square_Event5_Page1	Sylvaine Irvin	Everytime I go to the market, I'm thinking of the things I'm gonna buy.
Clarin Square_Event5_Page1	Sylvaine Irvin	But I'm really not good with choices.
Clarin Square_Event6_Page2	Marija Kramář	Can't believe you still insist on wearing that ridiculous outfit You're really something else...
Clarin Square_Event7_Page1	Kostas Snijder	It's an heirloom from my great-grandfather!
Clarin Square_Event7_Page1	Kostas Snijder	Besides, you never know when some extra protection might come in handy.
Clarin Square_Event8_Page1	Iwo Coburn	Listen, I know my goods are kinda pricey.
Clarin Square_Event8_Page1	Iwo Coburn	But you wouldn't wanna be stingy when it comes to food, right?
Clarin Square_Event8_Page2	Iwo Coburn	Well, whatever it was...
Clarin Square_Event8_Page2	Iwo Coburn	It's probably a good idea to stock up on groceries.
Clarin Square_Event8_Page3	Iwo Coburn	Well, whatever it was...
Clarin Square_Event8_Page3	Iwo Coburn	It's probably a good idea to stock up on groceries.
Clarin Square_Event8_Page4	Iwo Coburn	No, don't worry.
Clarin Square_Event8_Page4	Iwo Coburn	I'm not one of them.
Clarin Square_Event9_Page1	Victor Messana	I'm not so sure...
Clarin Square_Event9_Page1	Victor Messana	Heard some people got real sick from that stuff.
Clarin Square_Event9_Page2	Victor Messana	Yeah, we should get ready, too.
Clarin Square_Event9_Page3	Victor Messana	Around half of them, I think.
Clarin Square_Event9_Page3	Victor Messana	We really need to be careful, though.
Clarin Square_Event9_Page4	Victor Messana	Well, I'm not gonna let go of mine, for sure!
Clarin Square_Event10_Page1	Roffe Milton	Yo, this "pineapple" or whatever they call it...
Clarin Square_Event10_Page1	Roffe Milton	You should totally give it a shot!
Clarin Square_Event10_Page2	Roffe Milton	I sure hope they're alright over there.
Clarin Square_Event10_Page3	Roffe Milton	Groni told me that his delivery got through, too.
Clarin Square_Event10_Page4	Roffe Milton	You think they're gonna let us keep our uniforms?
Clarin Square_Event15_Page1	Ganymede	These are the markets?
Clarin Square_Event15_Page1	Daphne	Spot on!
Clarin Square_Event16_Page1	Sasho Sierżant	Can I interest you in some of the finest garlic and pepper that the southern shores have to offer?
Clarin Square_Event16_Page3	Sasho Sierżant	Can I interest you in some of the finest rhadishes from Calpoli?
Clarin Square_Event16_Page4	Terrell Breda	The bridge will be reopened at the earliest opportunity.
Clarin Square_Event17_Page1	Urbano Christinsen	Selling all kinds of commodities.
Clarin Square_Event17_Page3	Urbano Christinsen	Selling all kinds of commodities.
Clarin Square_Event18_Page1	Davit Bolkvadze	You haven't tasted summer until you've had a bite of these charentais!
Clarin Square_Event18_Page2	Davit Bolkvadze	Get them before they're sold out!
Clarin Square_Event19_Page1	Sutler	Fresh vegetables – straight from Hartbert plains.
Clarin Square_Event20_Page1	Endrit Braddock	As if you could taste a difference!
Clarin Square_Event20_Page3	Endrit Braddock	As if you could taste a difference!
Clarin Square_Event21_Page1	Emilija Cermak	It's majoran, I'm telling you.
Clarin Square_Event21_Page1	Emilija Cermak	I wanted oregano.
Clarin Square_Event21_Page2	Emilija Cermak	You're supposed to be the expert!
Clarin Square_Event22_Page1	Marisa Christians	You there!
Clarin Square_Event22_Page1	Marisa Christians	Yes, I'm talking to you!
Clarin Square_Event22_Page1	Marisa Christians	Look at those over there!
Clarin Square_Event22_Page1	Marisa Christians	Juicy, aren't they?
Clarin Square_Event22_Page1	Marisa Christians	You know what they call these down in Katakan, where they come from?
Clarin Square_Event22_Page1	Marisa Christians	WATERMELONS!
Clarin Square_Event22_Page1	Marisa Christians	That's right!
Clarin Square_Event22_Page1	Marisa Christians	These bad boys pack as much water as you could drink in a day!
Clarin Square_Event22_Page1	Marisa Christians	Wait!
Clarin Square_Event22_Page1	Marisa Christians	Where are you going?
Clarin Square_Event22_Page2	Marisa Christians	Back for some WATERMELONS, eh?
Clarin Square_Event23_Page1	Susanne Barkley	Hey!
Clarin Square_Event23_Page1	Susanne Barkley	You look like you enjoy the occassional drink!
Clarin Square_Event23_Page2	Susanne Barkley	How about a little tasting~?
Clarin Square_Event23_Page4	Susanne Barkley	Oh, Mr. Hendrick!
Clarin Square_Event23_Page4	Susanne Barkley	I didn't expect you to be here, so soon.
Clarin Square_Event23_Page4	Drenem Hendrick	Lily more or less drove me out of the house once she heard about the chario.
Clarin Square_Event23_Page4	Susanne Barkley	It is a brilliant sort, to be fair!
Clarin Square_Event23_Page4	Drenem Hendrick	Quite right.
Clarin Square_Event23_Page4	Drenem Hendrick	But also an aquired taste.
Clarin Square_Event23_Page4	Drenem Hendrick	Would you mind giving me a bottle of Laronde, just in case?
Clarin Square_Event23_Page4	Drenem Hendrick	'96, preferably.
Clarin Square_Event23_Page4	Susanne Barkley	You're a very lucky man.
Clarin Square_Event23_Page4	Susanne Barkley	It just arrived, this morning.
Clarin Square_Event23_Page4	Susanne Barkley	There it is.
Clarin Square_Event23_Page4	Drenem Hendrick	Thank you.
Clarin Square_Event23_Page4	Drenem Hendrick	Oh, and the Chario, please.
Clarin Square_Event23_Page4	Susanne Barkley	Right!
Clarin Square_Event23_Page4	Susanne Barkley	Any specific vintage?
Clarin Square_Event23_Page4	Drenem Hendrick	'13, if you have it.
Clarin Square_Event23_Page4	Susanne Barkley	I'll go and take a look.
Clarin Square_Event23_Page4	Susanne Barkley	I'm terribly sorry...
Clarin Square_Event23_Page4	Susanne Barkley	But there's only '14 and '19 here.
Clarin Square_Event23_Page4	Drenem Hendrick	Which one do you recommend?
Clarin Square_Event23_Page4	Susanne Barkley	If you're going to as close as possible to '13, then '19 is your best bet.
Clarin Square_Event23_Page4	Susanne Barkley	Dry summers, both of them.
Clarin Square_Event23_Page4	Drenem Hendrick	Alright.
Clarin Square_Event23_Page4	Drenem Hendrick	I'll take that one, then.
Clarin Square_Event23_Page4	Drenem Hendrick	Oh, and please notify me if you get a hold on '13.
Clarin Square_Event23_Page4	Susanne Barkley	Of course!
Clarin Square_Event23_Page4	Susanne Barkley	Do you want me to put these in a bag for you?
Clarin Square_Event23_Page4	Drenem Hendrick	It's fine.
Clarin Square_Event23_Page4	Drenem Hendrick	One of them is for a friend, anyway.
Clarin Square_Event23_Page4	Susanne Barkley	I'm sure he'll be very satisfied.
Clarin Square_Event23_Page4	Drenem Hendrick	How much do I owe you?
Clarin Square_Event23_Page4	Susanne Barkley	Let me think...
Clarin Square_Event23_Page4	Susanne Barkley	85 Trachma, in total.
Clarin Square_Event23_Page4	Drenem Hendrick	There you go.
Clarin Square_Event23_Page4	Susanne Barkley	Thank you for your business!
Clarin Square_Event23_Page4	Susanne Barkley	Hope you'll have a nice Reclamation Day!
Clarin Square_Event23_Page4	Drenem Hendrick	You, as well.
Clarin Square_Event23_Page5	Susanne Barkley	See you soon, Mr. Hendrick.
Clarin Square_Event23_Page6	Susanne Barkley	Hello, Mrs.
Clarin Square_Event23_Page6	Susanne Barkley	Can I interest you in a glass?
Clarin Square_Event23_Page6	Daphne	Very kind of you.
Clarin Square_Event23_Page6	Daphne	But I'll have to pass, I'm afraid.
Clarin Square_Event23_Page6	Susanne Barkley	What about an entire bottle, then?
Clarin Square_Event23_Page6	Daphne	Still a no, sorry!
Clarin Square_Event23_Page6	Susanne Barkley	Aww.
Clarin Square_Event23_Page6	Susanne Barkley	Alright.
Clarin Square_Event24_Page1	Susanne Barkley	You know where to find me, if you change your mind~ I'll be here all day~
Clarin Square_Event24_Page1	Viljam Gelens	Why is no one buying anything?
Clarin Square_Event24_Page1	Viljam Gelens	I invested so much to get this spot here.
Clarin Square_Event24_Page1	Viljam Gelens	My apologies!
Clarin Square_Event24_Page1	Viljam Gelens	I didn't see you there.
Clarin Square_Event24_Page1	Viljam Gelens	Might I interest you in some herbs, medicine, or even jewelry?
Clarin Square_Event24_Page2	Viljam Gelens	For god's sake, buy something, please!
Clarin Square_Event24_Page3	Vincent Pavlovski	Yo!
Clarin Square_Event24_Page3	Vincent Pavlovski	I've got some of the good stuff, if you know what I mean.
Clarin Square_Event25_Page1	Hervey Albrektson	How many times I gotta tell you, Mark?
Clarin Square_Event25_Page1	Hervey Albrektson	You can't just berth here without a good reason!
Clarin Square_Event25_Page2	Civil Guard	I'm sorry, but you really got to leave, now.
Clarin Square_Event25_Page3	Terrell Breda	The bridge will be reopened at the earliest opportunity.
Clarin Square_Event26_Page1	Mark Hermansson	I'm sorry, really.
Clarin Square_Event26_Page1	Mark Hermansson	But you know how my back is.
Clarin Square_Event26_Page1	Mark Hermansson	I can't carry all that stuff over to Rondham just by myself.
Clarin Square_Event26_Page2	Mark Hermansson	I'll just be on my way and get someone to help me next time, okay?
Clarin Square_Event26_Page3	Mark Hermansson	Not before I get my stuff from the markets!
Clarin Square_Event26_Page4	Mark Hermansson	Where did Hervey go?
Clarin Square_Event28_Page1	Bartosz Horn	Sometimes I really want to shove you into one of those channels, man...
Clarin Square_Event29_Page1	Vasco Bartolomeo	The bridge will be reopened at the earliest opportunity.
Clarin Square_Event29_Page2	Vasco Bartolomeo	The bridge will be reopened at the earliest opportunity.
Clarin Square_Event31_Page1	Terrell Breda	The bridge will be reopened at the earliest opportunity.
Clarin Square_Event31_Page2	Terrell Breda	The bridge will be reopened at the earliest opportunity.
Clarin Square_Event34_Page1	Sergei Linden	You know what they say about the Trachian markets, right?
Clarin Square_Event34_Page1	Sergei Linden	Neither do I.
Clarin Square_Event41_Page1	Josué Lippi	Move along, please!
Clarin Square_Event41_Page2	Josué Lippi	Move along, please!
Clarin Square_Event42_Page1	Josef Báthory	Please stay back.
Clarin Square_Event42_Page2	Josef Báthory	Please stay back.
Clarin Square_Event43_Page1	Keenan Sterling	Apologies for the inconvenience!
Clarin Square_Event43_Page2	Keenan Sterling	Apologies for the inconvenience!
Clarin Square_Event44_Page2	Terrell Breda	The bridge will be reopened at the earliest opportunity.
Clarin Square_Event45_Page2	Terrell Breda	The bridge will be reopened at the earliest opportunity.
Clarin Square_Event46_Page1	Florine Daalman	Looks like it's serious.
Clarin Square_Event47_Page1	Coen Samuel	The world's really gone to shit, eh?
Clarin Square_Event48_Page1	Susanne Barkley	I'm scared, Henry.
Clarin Square_Event49_Page1	Pascal Léandre	Don't worry my love.
Clarin Square_Event49_Page1	Pascal Léandre	I'm sure everything's alright!
Clarin Square_Event50_Page1	Sasho Sierżant	I can't believe they've closed off the exit!
Clarin Square_Event50_Page1	Sasho Sierżant	How am I gonna explain that to her...
Clarin Square_Event51_Page1	Irvine Fèvre	Probably just the Guard trying to bring people back in line.
Clarin Square_Event51_Page2	Irvine Fèvre	Nah, man.
Clarin Square_Event51_Page2	Irvine Fèvre	I really gotta go and catch some sleep.
Clarin Square_Event52_Page1	Aleksander Kruger	Maybe.
Clarin Square_Event52_Page1	Aleksander Kruger	But still, something like that has never happened, before.
Clarin Square_Event52_Page2	Aleksander Kruger	You sure?
Clarin Square_Event52_Page2	Aleksander Kruger	I'm just gonna pull through until tonight.
Clarin Square_Event53_Page1	Cosme Červenka	How I am supposed to sell my stuff when everyone's so focussed on something else, entirely?
Clarin Square_Event54_Page1	Reuben Hobbes	My brother works at the checkpoint.
Clarin Square_Event54_Page1	Reuben Hobbes	I sure hope he's alright...
Clarin Square_Event55_Page1	Grady Allegro	My cousin was supposed to arrive an hour ago...
Clarin Square_Event55_Page2	Grady Allegro	Yeah, some people even tried to swim through the river, out of desperation.
Clarin Square_Event55_Page2	Grady Allegro	Can you believe that?
Clarin Square_Event56_Page1	Endrit Braddock	He's still stuck at the checkpoint?
Clarin Square_Event56_Page2	Endrit Braddock	I'm not sure.
Clarin Square_Event56_Page2	Endrit Braddock	My aunt wrote me a letter yesterday, saying that the queue at the checkpoint get's longer and longer, each day.
Clarin Square_Event57_Page1	Petar Gagne	I bet the Ionians did this!
Clarin Square_Event79_Page1	Antton Cruickshank	Don't worry!
Clarin Square_Event79_Page1	Antton Cruickshank	I'm sure he's fine.
Clarin Square_Event80_Page1	Gun Lefèvre	Man, I sure hope Mark's alright.
